Unnamed: 0,Title,Author,Main Genre,Sub Genre,Type,Price,Rating
0,The Complete Novel of Sherlock Holmes,Arthur Conan Doyle,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹169.00,4.4
1,"Black Holes (L) : The Reith Lectures [Paperback] Hawking, Stephen",Stephen Hawking,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹99.00,4.5
2,The Kite Runner,Khaled Hosseini,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹175.75,4.6
3,Greenlights: Raucous stories and outlaw wisdom from the Academy Award-winning actor,Matthew McConaughey,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹389.00,4.6
4,"The Science of Storytelling: Why Stories Make Us Human, and How to Tell Them Better",Will Storr,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹348.16,4.5
5,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹313.95,4.5
6,Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,J.K. Rowling,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹313.95,4.6
7,Desperately Seeking Shah Rukh : India's Lonely Young Women and the Search for Intimacy and Independence,Shrayana Bhattacharya,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹348.16,4.5
8,Save the Cat!: The Last Book on Screenwriting You'll Ever Need,Blake Snyder,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹850.00,4.5
9,Screenplay,Syd Field,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹644.52,4.5
10,One Day,David Nicholls,"Arts, Film & Photography",Cinema & Broadcast,Audible Audiobook,₹892.00,4.2
11,SACH KAHUN TOH: AN AUTOBIOGRAPHY,NEENA GUPTA,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹361.00,4.4
12,A PRINCESS REMEMBERS (PB),Maharani Gayatri,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹572.00,4.5
13,The Anatomy of Story,John Truby,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹479.00,4.6
14,Studio Ghibli: The Complete Works,Studio Ghibli,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹2,132.78",4.8
15,"Story: Style, Structure, Substance, and the Principles of Screenwriting",Robert McKee,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹2,612.00",4.7
16,Greenlights: Raucous stories and outlaw wisdom from the Academy Award-winning actor,Matthew McConaughey,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹371.70,4.6
17,BRUCE LEE,Matthew Polly,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹424.00,4.7
18,JOURNEYS IN THE WILD,Sir David Attenborough,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹438.00,4.6
19,Speaking Of Films (The Penguin Ray Library),Satyajit Ray,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹207.00,4.6
20,Jadunama: Javed Akhtar Ek Safar (Hindi),Arvind Mandloi,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹1,358.00",4.3
21,"Satyajit Ray Miscellany: On Life, Cinema",Satyajit Ray,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹401.00,4.6
22,Unscripted: Conversations on Life and Ci: Conversations on Life and Cinema,Abhijat Joshi,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹423.00,4.5
23,"FANTASTIC BEASTS: THE SECRETS OF DUMBLEDORE � THE COMPLETE SCREENPLAY [Hardcover] Rowling, J.K. and Kloves, Steve",J.K. Rowling,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹587.00,4.6
24,Conversations with Mani Ratnam (PB),Baradwaj Rangan,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹389.00,4.6
25,Hitchcock,Francois Truffaut,"Arts, Film & Photography",Cinema & Broadcast,Paperback,"₹1,463.00",4.7
26,Indian Cinema: A Very Short Introduction (Very Short Introductions),Ashish Rajadhyaksha,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹176.32,4.2
27,Basu Chatterji And Middle-of-the-Road Ci: And Middle-of-the-Road Cinema,Anirudha Bhattacharjee,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹413.00,4.8
28,Changing The Lens: Exploring The Depths Of Film And Philosophy,Dr Ruplekha Khullar & Sulagna Pal,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹445.00,0.0
29,This Life at Play: Memoirs,Girish Karnad,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹344.00,4.6
30,The Supernatural Quiz Book: 500 Questions and Answers on Supernatural: 500 Questions and Answers on Supernatural Season 1,Light Bulb Quizzes,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹404.00,5.0
31,Avatar: The Last Airbender The Art of the Animated Series (Second Edition),Michael Dante DiMartino,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹2,148.00",4.9
32,On Directing Film,David Mamet,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹608.00,4.4
33,The Magic of MinaLima: Celebrating the Graphic Design Studio Behind the Harry Potter & Fantastic Beasts Films,MinaLima,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹1,709.83",4.8
34,ILLUSION OF LIFE,Frank Thomas,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹4,079.00",4.9
35,Sara Aakash [Paperback] Rajendra Yadav,Rajendra Yadav,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹131.00,4.4
36,The Nutshell Technique: Crack the Secret of Successful Screenwriting,Jill Chamberlain,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹448.35,4.6
37,Pixar Storytelling: Rules for Effective Storytelling Based on Pixar's Greatest Films,Dean Movshovitz,"Arts, Film & Photography",Cinema & Broadcast,Paperback,"₹1,441.00",4.4
38,Madhubala: Her Real Life Story (General Press),Manju Gupta,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹135.00,3.6
39,Jiya Jale: The Stories of Songs,Gulzar (In conversation with Nasreen Munni Kabir),"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹385.00,4.6
40,Will,Will Smith,"Arts, Film & Photography",Cinema & Broadcast,Audible Audiobook,"₹1,093.00",4.6
41,Mahanati savitri- venditera samragni (Mahanati savitri- venditera samragni),pallavi rg,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹250.00,4.5
42,The Musical Maverick: The Authorized Biography of Shankar Mahadevan,Ashis Ghatak,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹610.00,0.0
43,"Winter Kisses at Roseford Café: A escapist, romantic festive read from Fay Keenan",Fay Keenan,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹192.04,4.4
44,Sara Aakash Patkatha (Hindi Edition),Rajendra Yadav & Basu Chatterji,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹147.00,4.4
45,"Bondhu: My Father, My Friend (The India List)",Kunal Sen,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹346.00,4.4
46,Batman Begins: The Screenplay: Including Storyboards and Exclusive Interviews,Christopher Nolan,"Arts, Film & Photography",Cinema & Broadcast,Paperback,"₹1,596.00",4.5
47,The Science of Interstellar,Kip Thorne,"Arts, Film & Photography",Cinema & Broadcast,Paperback,"₹1,795.00",4.7
48,"STORY MAPS: The Dark Knight Trilogy (Batman Begins, The Dark Knight, The Dark Knight Rises)",Daniel Calvisi,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹81.42,4.2
49,"Animator's Survival Kit, The",Richard E. Williams,"Arts, Film & Photography",Cinema & Broadcast,Paperback,"₹2,435.00",4.8
50,Beyond the Story: 10-Year Record of BTS,BTS and Myeongseok Kang,"Arts, Film & Photography",Music,Hardcover,₹999.00,4.7
51,THE ARTIST'S WAY,Julia Cameron,"Arts, Film & Photography",Music,Paperback,₹519.00,4.5
52,Electronic Keyboard Exam Pieces & Technical Work 2019-2022: Grade 1,Trinity College London Press,"Arts, Film & Photography",Music,Sheet music,₹801.00,4.6
53,Malibu Rising,Taylor Jenkins Reid,"Arts, Film & Photography",Music,Paperback,₹279.00,4.2
54,Six String Entertainment Pvt Ltd Blank Music manuscript book- 12 Stave : 32 pages (16 sheets),SIX STRING MUSIC,"Arts, Film & Photography",Music,Paperback,₹249.00,4.4
55,Piano 2021-2023. Grade 1,Trinity College London,"Arts, Film & Photography",Music,Sheet music,₹599.00,4.5
56,Trinity College London Piano Exam Pieces Plus Exercises 2021-2023: Initial,Trinity College London,"Arts, Film & Photography",Music,Sheet music,₹765.00,4.6
57,Trinity College London Electronic Keyboard Exam Pieces & Technical Work 2019-2022: Initial Grade: And Technical Work - Initial Grade,Joanna Clarke,"Arts, Film & Photography",Music,Sheet music,₹679.00,4.4
58,Trinity College London Electronic Keyboard Exam Pieces & Technical Work 2019-2022: Grade 3,Trinity College London Press,"Arts, Film & Photography",Music,Sheet music,₹975.84,4.6
59,Trinity College London Piano Exam Pieces Plus Exercises from 2023: Grade 2: 12 Pieces for Trinity College London Exams from 2023,Trinity College London,"Arts, Film & Photography",Music,Sheet music,₹923.00,4.4
60,John Thompson's Easiest Piano Course - Part 1 - Book Only: Part 1 - Book Only,John Thompson,"Arts, Film & Photography",Music,Paperback,₹585.00,4.5
61,Trinity College London Piano Exam Pieces Plus Exercises from 2023: Grade 3: Extended Edition: 21 Pieces for Trinity College London Exams from 2023,Trinity College London,"Arts, Film & Photography",Music,Sheet music,"₹1,913.00",4.6
62,Trinity College London Acoustic Guitar Exam Pieces 2020–2023: Initial–Grade 2: Initial to Grade 2,Trinity College London,"Arts, Film & Photography",Music,Sheet music,"₹2,139.09",4.5
63,"Six String Entertainment Pvt Ltd Music manuscript Book- 12 stave: 100 pages, 50 Sheet (Leaves)",SIX STRING MUSIC,"Arts, Film & Photography",Music,Paperback,₹350.00,4.4
64,"WHEN IN ROME: The charming new rom-com from the author of the TikTok sensation, THE CHEAT SHEET!",Sarah Adams,"Arts, Film & Photography",Music,Paperback,₹435.00,4.2
65,John Thompson's Modern Course for the Piano - First Grade (Book Only): First Grade - English: The First Grade Book : Something New Every Lesson,John Thompson,"Arts, Film & Photography",Music,Paperback,₹600.00,4.7
66,"Theory of Music Workbook Grade 1 (2007): Ursula Moray Williams, Gobbolino and the Little Wooden Horse",Trinity College London,"Arts, Film & Photography",Music,Sheet music,₹810.51,4.6
67,Lekin,Edited by Dr. Kumar Vishwas Jon (Jaun Elia),"Arts, Film & Photography",Music,Paperback,₹232.00,4.4
68,Electronic Keyboard Exam Pieces & Technical Work 2019-2022: Grade 2,Trinity College London Press,"Arts, Film & Photography",Music,Sheet music,₹802.00,4.6
69,Alfred's Basic Piano Library: Prep Course Lesson Book Level B,Willard Palmer,"Arts, Film & Photography",Music,Paperback,₹580.00,4.8
70,Sangeeta Bala Padam - Varnam Part 2,Giri,"Arts, Film & Photography",Music,Paperback,₹194.00,4.6
71,Standard Wirebound Manuscript Paper (Green Cover),Hal Leonard,"Arts, Film & Photography",Music,Spiral-bound,₹451.00,4.7
72,Sangeeta Bala Padam - Varnam Part - 2 (Hardcover),Giri,"Arts, Film & Photography",Music,Hardcover,₹220.00,4.8
73,THE CHEAT SHEET: TikTok made me buy it! The friends-to-lovers rom-com hit sensation!,Sarah Adams,"Arts, Film & Photography",Music,Paperback,₹413.00,4.2
74,Trinity College London Piano Exam Pieces Plus Exercises from 2023: Grade 1: 12 Pieces for Trinity College London Exams from 2023,Trinity College London,"Arts, Film & Photography",Music,Sheet music,₹924.00,4.8
75,Just Kids,Patti Smith,"Arts, Film & Photography",Music,Paperback,₹760.00,4.5
76,Daisy Jones and The Six,Taylor Jenkins Reid,"Arts, Film & Photography",Music,Paperback,₹334.00,4.3
77,Hindustani Sangeet Paddhati Kramik Pustak Malika Part 1,Pandit Vishnu Narayan Bhatkhande,"Arts, Film & Photography",Music,Hardcover,₹140.00,4.1
78,Trinity College London Electronic Keyboard Exam Pieces & Technical Work 2019-2022: Grade 4,Trinity College London,"Arts, Film & Photography",Music,Sheet music,₹903.00,4.7
79,"Raag Parichay Part 1, 2, 3, and 4 (Combo Set of 4 Books)",Pt. Harishchandra Shrivastava,"Arts, Film & Photography",Music,Paperback,₹700.00,4.5
80,Kotha Sangeeta Vidyadarpanam,Sri Ekha Subba Rao,"Arts, Film & Photography",Music,Paperback,₹458.00,4.4
81,John Thompson's Easiest Piano Course - Part 2 - Book Only: Part 2 - Book Only,John Thompson,"Arts, Film & Photography",Music,Paperback,₹495.00,4.7
82,"Alfred's Basic Adult Piano Course Lesson Book, Bk 1",Willard A Palmer,"Arts, Film & Photography",Music,Paperback,"₹1,121.00",4.7
83,"Discovering Music Theory, The ABRSM Grade 1 Workbook",ABRSM,"Arts, Film & Photography",Music,Sheet music,₹850.00,4.7
84,Sanchita's Bollywood Song Notations - Book 2 (Hindi),Sanchita Pandey,"Arts, Film & Photography",Music,Paperback,₹500.00,4.5
85,J I YA JALE THE STORIES OF SONGS,Nasreen Munni Kabir Gulzar,"Arts, Film & Photography",Music,Paperback,₹289.00,4.6
86,"Violin Scales, Arpeggios & Studies Initial-Grade 8 From 2016",Trinity College London,"Arts, Film & Photography",Music,Sheet music,"₹1,484.00",4.7
87,Net Sangeet,Dr. Tejsingh Taak,"Arts, Film & Photography",Music,Paperback,₹295.00,4.4
88,Trinity College London Piano Exam Pieces Plus Exercises 2021-2023: Initial - Extended Edition,Trinity College London,"Arts, Film & Photography",Music,Sheet music,"₹1,142.00",4.5
89,Concepts Of Vocal Music Class 12 (Second Edition),Pt. Satish Chandra Srivastava,"Arts, Film & Photography",Music,Hardcover,₹159.00,4.5
90,"Piano Adventures, Primer Level, Lesson Book",Nancy Faber,"Arts, Film & Photography",Music,Paperback,₹772.00,4.8
91,Ganamrutha Bodhini Sangeetha Bala Padam English & Varna Malika (English) latest versions,Sangeetha Vidwan A.S. Panchapakesa Iyer,"Arts, Film & Photography",Music,Paperback,₹850.00,4.6
92,Trinity College London Piano Exam Pieces Plus Exercises from 2023: Grade 1: Extended Edition: 21 Pieces for Trinity College London Exams from 2023,Trinity College London,"Arts, Film & Photography",Music,Sheet music,"₹1,552.00",4.4
93,Best of Taylor Swift : Song collection,Aishi,"Arts, Film & Photography",Music,Paperback,₹260.00,3.9
94,Learn Your Fretboard: The Essential Memorization Guide for Guitar (Book + Online Bonus),Luke Zecchin,"Arts, Film & Photography",Music,Paperback,₹647.00,4.4
95,Bollywood Odyssey: The Singing Taxman's Journey Into Film Music,Ajay Mankotia,"Arts, Film & Photography",Music,Paperback,₹675.00,4.4
96,"ABRSM Grade 3 Theory Workbook, Discovering Music Theory(New Syllabus 2021)",ABRSM Publication,"Arts, Film & Photography",Music,Paperback,₹990.00,4.7
97,"Solfège Des Solfèges, Complete, Book I, Book II and Book III: 337 Sight Singing Exercises",A. Dannhäuser,"Arts, Film & Photography",Music,Paperback,"₹2,349.00",4.7
98,A History of Heavy Metal: 'Absolutely hilarious' – Neil Gaiman,Andrew O'Neill,"Arts, Film & Photography",Music,Paperback,₹649.00,4.4
99,John Thompson's Modern Course for the Piano 1,John Thompson,"Arts, Film & Photography",Music,Paperback,₹740.00,4.6
100,Harry Potter and the Cursed Child - Parts One and Two: The Official Playscript of the Original West End Production,J.K. Rowling,"Arts, Film & Photography",Theater & Ballet,Kindle Edition with Audio/Video,₹247.95,4.4
101,Waiting for Godot : A Tragicomedy in Two: A Tragicomedy in Two Acts (Faber Drama),Samuel Beckett,"Arts, Film & Photography",Theater & Ballet,Paperback,₹269.00,4.4
102,"Nandikeshwar's Abhinaya Darpanam, Revised & Enlarged",Manmohan Ghosh,"Arts, Film & Photography",Theater & Ballet,Hardcover,₹200.00,4.2
103,"The Courtesan, The Mahatma And The Italian Brahmin : Tales From Indian History",Manu S. Pillai,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹342.00,4.4
104,Save the Cat!: The Last Book on Screenwriting You'll Ever Need,Blake Snyder,"Arts, Film & Photography",Theater & Ballet,Paperback,₹850.00,4.5
105,Greatest Comedies of Shakespeare Deluxe Hardbound Edition,William Shakespeare,"Arts, Film & Photography",Theater & Ballet,Hardcover,₹469.00,4.5
106,காதல் ஔஷதம் நீ (Tamil Edition),அஞ்சனா  சுபி,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹340.00,4.3
107,So That Happened: A Romantic Comedy (Donovan Family Book 1),Katie Bailey,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹416.00,4.1
108,On Cloud Nine (Perks & Benefits Book 3),Denise Stone,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹415.00,3.9
109,மௌனக்குமிழ்கள் (Tamil Edition),சுகமதி Sugamathi,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹309.00,4.2
110,Plays: Ivanov/The Seagull/Uncle Vanya/Three Sisters/The Cherry Orchard (Penguin Classics) Anton Chekhov,Anton Chekhov,"Arts, Film & Photography",Theater & Ballet,Paperback,₹298.69,4.6
111,Poetics (Penguin Classics),Aristotle,"Arts, Film & Photography",Theater & Ballet,Paperback,₹206.00,4.5
112,சுடரொளியாய் வெளிச்சமூட்டு: SUDAROLIYAI VELICHAMOOTU (Tamil Edition),அஞ்சனா  சுபி,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹325.00,4.2
113,"How to Write Funny: Your Serious, Step-By-Step Blueprint For Creating Incredibly, Irresistibly, Successfully Hilarious Writing",Scott Dikkers,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹235.00,4.4
114,The Science of Storytelling,Will Storr,"Arts, Film & Photography",Theater & Ballet,Audible Audiobook,"₹1,172.00",4.5
115,Four Great Comedies,William Shakespeare,"Arts, Film & Photography",Theater & Ballet,Mass Market Paperback,₹265.69,4.6
116,"Hayvadan [Hardcover] Girish Karnad, Tr. B.V. Karant",Tr. B.V. Karant Girish Karnad,"Arts, Film & Photography",Theater & Ballet,Paperback,₹301.00,4.6
117,This Life at Play: Memoirs,Girish Karnad,"Arts, Film & Photography",Theater & Ballet,Paperback,₹344.00,4.6
118,Stella Adler: The Art of Acting,Howard Kissel,"Arts, Film & Photography",Theater & Ballet,Audible Audiobook,₹668.00,4.7
119,A History of Heavy Metal: 'Absolutely hilarious' – Neil Gaiman,Andrew O'Neill,"Arts, Film & Photography",Theater & Ballet,Paperback,₹649.00,4.4
120,அசுரனின் காதல் (Tamil Edition),Ebin Rider,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹400.00,5.0
121,BEFORE & LAUGHTER,Jimmy Carr,"Arts, Film & Photography",Theater & Ballet,Paperback,₹682.00,4.4
122,Pixar Storytelling: Rules for Effective Storytelling Based on Pixar's Greatest Films,Dean Movshovitz,"Arts, Film & Photography",Theater & Ballet,Paperback,"₹1,441.00",4.4
123,BUILDING A CHARACTER,Constantin Stanislavski,"Arts, Film & Photography",Theater & Ballet,Paperback,₹371.00,4.7
124,"Storyworthy: Engage, Teach, Persuade, and Change Your Life Through the Power of Storytelling",Matthew Dicks,"Arts, Film & Photography",Theater & Ballet,Paperback,"₹1,425.00",4.6
125,Batman Begins: The Screenplay: Including Storyboards and Exclusive Interviews,Christopher Nolan,"Arts, Film & Photography",Theater & Ballet,Paperback,"₹1,596.00",4.5
126,An Actor Prepares,Constantin Stanislavski,"Arts, Film & Photography",Theater & Ballet,Paperback,₹568.00,4.5
127,Gulmohar,Kale V.P.,"Arts, Film & Photography",Theater & Ballet,Paperback,₹110.00,4.4
128,Film Lighting: Talks with Hollywood's Cinematographers and Gaffers [Paperback] Kris Malkiewicz,Kris Malkiewicz,"Arts, Film & Photography",Theater & Ballet,Paperback,₹628.00,4.6
129,Thirteen Plays of Bhasa: (2 Vols. Bound in One),A.C. Woolner Lakshman Sarup,"Arts, Film & Photography",Theater & Ballet,Hardcover,₹695.00,0.0
130,James Acaster's Guide to Quitting Social Media,James Acaster,"Arts, Film & Photography",Theater & Ballet,Hardcover,"₹1,280.00",4.0
131,The Quite Nice and Fairly Accurate Good Omens Script Book,Neil Gaiman,"Arts, Film & Photography",Theater & Ballet,Paperback,₹767.00,4.8
132,"Funny Jokes for 15 Year Old Teens: The Ultimate Q&A, One-Liner, Dad, Knock-Knock, Riddle, and Tongue Twister Collection! Hilarious and Silly Humor for Teenagers",Cooper The Pooper,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹165.00,5.0
133,Drama Games for Those Who Like to Say No,Chris Johnston,"Arts, Film & Photography",Theater & Ballet,Paperback,₹930.30,4.5
134,"BOLLYWOOD, BOX OFFICE AND BEYOND: The Evolving Business of Indian Cinema",Lata Jha,"Arts, Film & Photography",Theater & Ballet,Paperback,₹199.00,4.3
135,अभिनेता जीवन-एक संघर्ष: Evaluate yourself before you enter in the industry! (Hindi Edition),Pankaj Gupta,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹99.00,5.0
136,The Voice Exercise Book: A Guide to Healthy and Effective Voice Use,Jeannette Nelson,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹695.72,4.7
137,The Oxford Guide to Plays (Oxford Quick Reference),Michael Patterson,"Arts, Film & Photography",Theater & Ballet,Paperback,"₹1,853.00",4.3
138,William Shakespeare: The Complete Works (Illustrated),William Shakespeare,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹86.29,4.6
139,Sanford Meisner on Acting,Dennis Longwell,"Arts, Film & Photography",Theater & Ballet,Paperback,₹622.00,4.6
140,Discover India: Festivals of India,Sonia Mehta,"Arts, Film & Photography",Theater & Ballet,Paperback,₹129.00,4.4
141,Days of Reading (Penguin Great Ideas),Marcel Proust,"Arts, Film & Photography",Theater & Ballet,Mass Market Paperback,₹200.00,4.3
142,Will,Will Smith,"Arts, Film & Photography",Theater & Ballet,Paperback,₹473.00,4.6
143,101 Foolproof Jokes to Use in Case of Emergency,Adam Kisiel,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹199.00,3.6
144,Kishore Kumar: The Ultimate Biography,Anirudha Bhattacharjee,"Arts, Film & Photography",Theater & Ballet,Paperback,₹489.00,4.7
145,"Basketball (and Other Things): A Collection of Questions Asked, Answered, Illustrated",Shea Serrano,"Arts, Film & Photography",Theater & Ballet,Paperback,"₹1,338.08",4.8
146,"Everyone You Hate is Going to Die: And Other Comforting Thoughts on Family, Friends, Sex, Love, and More Things That Ruin Your Life",Daniel Sloss,"Arts, Film & Photography",Theater & Ballet,Paperback,₹551.00,4.6
147,Marainthirunthu Paarkum Marmam Enna..!!!: மறைந்திருந்து பார்க்கும் மர்மம் என்ன..!!! (Tamil Edition),Thiyashi Vijay,"Arts, Film & Photography",Theater & Ballet,Kindle Edition,₹250.00,5.0
148,A Bird on My Windowsill,Manav Kaul,"Arts, Film & Photography",Theater & Ballet,Hardcover,₹324.00,4.5
149,The Guide for Every Screenwriter: From Synopsis to Subplots: The Secrets of Screenwriting Revealed,Geoffrey D Calhoun,"Arts, Film & Photography",Theater & Ballet,Paperback,₹630.00,4.5
150,Physics Galaxy 2024: JEE Advanced - Physics - Chapter wise PYQ Analysis by Ashish Arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,₹214.00,4.4
151,Physics Galaxy 2024: Physics - 23 Years' NEET - Chapter-wise & Topic-Wise Solutions (2001-2023) by Ashish Arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,₹225.00,4.3
152,"The Silent Patient: The record-breaking, multimillion copy Sunday Times bestselling thriller and TikTok sensation",Alex Michaelides,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,₹194.75,4.5
153,THE ARTIST'S WAY,Julia Cameron,"Arts, Film & Photography",Theory & Criticism,Paperback,₹519.00,4.5
154,Physics Galaxy 2023 : Vol.3A Electrostatics & Current Electricity 3rd Edition,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,₹386.00,4.3
155,PHYSICS GALAXY 2023 : VOL.1 - MECHANICS 3RD EDITION,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,₹462.00,4.5
156,Letters of Vincent Van Gogh (Penguin Classics),Vincent Van Gogh,"Arts, Film & Photography",Theory & Criticism,Paperback,₹299.00,4.6
157,"PHYSICS GALAXY : VOL.3B - MAGNETISM, EMI & ALTERNATING CURRENT 3RD EDITION: Vol.3B - Magnetism, EMI & Alternating Current 3rd edition by Ashish Arora",Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,₹309.00,4.2
158,"Design as Art (Penguin Modern Classics) Munari, Bruno",Bruno Munari,"Arts, Film & Photography",Theory & Criticism,Paperback,₹406.00,4.5
159,"Physics Galaxy : Vol.2  Thermodynamics, Oscillations  & Waves 3rd edition",Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,₹420.00,4.4
160,History Optional - Modern India & World History - Previous Years UPSC Solved Papers 1979-2022 2ed by Rashid Yasin,Rashid Yasin,"Arts, Film & Photography",Theory & Criticism,Paperback,₹445.00,4.5
161,Physics Galaxy : Vol. IV Optics & Modern Physics (3rd edition) by Ashish Arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,₹430.00,4.4
162,UPPSC 2023 Previous Years' Topic-Wise Solved Papers  - Paper I 2003-22 & Solved Paper II 2012-22 4ed by Sheelwant Singh & Sarika: Previous Years' ... & Solved Paper II 2012-22 4ed by Access,Sheelwant Singh,"Arts, Film & Photography",Theory & Criticism,Paperback,₹327.00,4.4
163,Geronimo Stilton and the Kingdom of Fantasy #7: The Enchanted Charms,Geronimo Stilton,"Arts, Film & Photography",Theory & Criticism,Hardcover,₹390.00,4.6
164,History Optional 2023 - Ancient & Medieval India - Previous Years UPSC Solved Papers (1979 - 2022) 2ed by Rashid Yasin,Rashid Yasin,"Arts, Film & Photography",Theory & Criticism,Paperback,₹407.00,4.3
165,"The Complete Color Harmony, Pantone Edition: Expert Color Information for Professional Results",Leatrice Eiseman,"Arts, Film & Photography",Theory & Criticism,Flexibound,₹997.00,4.7
166,Pretentiousness: Why It Matters,Dan Fox,"Arts, Film & Photography",Theory & Criticism,Paperback,"₹1,220.00",4.2
167,IELTS Academic+ General Test: Listening Book by Career Launcher,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,₹98.00,3.8
168,RRB 2022-23 - Junior Engineer CBT -I & II - Civil Engineering - Guide by GKP,GKP,"Arts, Film & Photography",Theory & Criticism,Paperback,₹483.00,4.5
169,Watercolour Demonstrations,Milind Mulick,"Arts, Film & Photography",Theory & Criticism,Paperback,₹180.00,4.6
170,Pretentiousness: Why it Matters,Dan Fox,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,₹524.13,4.2
171,IELTS Academic + General Test: Reading Book by Career Launcher,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,₹146.00,3.8
172,"Map Entries for History Optional 3ed by Rashid Yasin, Ranjan Singh",Rashid Yasin,"Arts, Film & Photography",Theory & Criticism,Paperback,₹223.00,4.2
173,GATE 2024 Architecture & Planning Vol 1 - Guide by Ar. Jinisha Jain,Jinisha Jain,"Arts, Film & Photography",Theory & Criticism,Paperback,₹794.00,4.3
174,Pretentiousness: Why it Matters,Dan Fox,"Arts, Film & Photography",Theory & Criticism,Paperback,"₹1,193.64",4.2
175,இரவின் நிமிடங்கள் (Tamil Edition),ஜில் ஜில்  சிங்காரி ,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,₹599.00,2.7
176,Paryavaran Evam Paristhithiki 6e by Dr. Majid Husain Hindi,Dr Majid Husain,"Arts, Film & Photography",Theory & Criticism,Paperback,₹370.00,4.6
